72.83 (+/- 4.93)
72.33 (+/- 3.60)
74.76 (+/- 4.97)
67.11 (+/- 4.32)
69.25 (+/- 4.64)
68.49 (+/- 5.09)
71.03 (+/- 4.39)
73.09 (+/- 3.49)
72.35 (+/- 5.06)
67.58 (+/- 6.20)
69.35 (+/- 4.90)
68.99 (+/- 5.41)
